shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition
SHIP-10445,2025-01-01,WH-East-Kolkata,Kolkata,Chandigarh,Perishables,291,57591.73,1250,Road Freight (Truck),1171.39,6,6,On-Time,0,Enterprise,6027,7500,1.65,Clear
SHIP-10446,2025-08-27,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,142,33538.33,1334,Rail Freight,844.47,9,10,Delayed,1,SMB,6787,8500,1.71,Rainy
SHIP-10447,2025-10-17,WH-West-Mumbai,Mumbai,Patna,Industrial Equipment,31,6743.8,649,Road Freight (Truck),555.41,4,4,On-Time,0,SMB,5625,12000,1.34,Severe Heat
SHIP-10448,2025-04-06,WH-South-Bengaluru,Bengaluru,Jaipur,Consumer Goods,278,41034.64,2056,Road Freight (Truck),1757.49,10,10,On-Time,0,Enterprise,6526,8500,1.71,Clear
SHIP-10449,2025-05-06,WH-East-Kolkata,Kolkata,Coimbatore,Consumer Goods,421,46907.32,857,Road Freight (Truck),928.11,6,5,Early,0,Enterprise,5634,7500,1.63,Clear
SHIP-10450,2025-04-28,WH-North-Delhi,Delhi,Bhopal,Electronics,170,15851.62,1822,Air Cargo,3365.81,5,8,Delayed,3,E-Commerce Retailer,9029,10000,1.7,Stormy
SHIP-10451,2025-02-17,WH-Central-Nagpur,Nagpur,Kochi,Consumer Goods,116,5146.32,1726,Road Freight (Truck),1445.74,8,8,On-Time,0,SMB,5425,6000,1.55,Clear
SHIP-10452,2025-03-30,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,288,11531.39,993,Road Freight (Truck),941.56,6,6,On-Time,0,Enterprise,3765,6000,1.29,Clear
SHIP-10453,2025-08-25,WH-South-Bengaluru,Bengaluru,Surat,Perishables,362,63988.58,685,Road Freight (Truck),784.0,4,7,Delayed,3,E-Commerce Retailer,6181,8500,1.69,Stormy
SHIP-10454,2025-09-29,WH-North-Delhi,Delhi,Jaipur,Apparel,244,18556.61,1388,Rail Freight,893.99,8,8,On-Time,0,Individual,5164,10000,1.26,Clear
SHIP-10455,2025-07-08,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,27,2020.83,2005,Air Cargo,3570.24,5,5,On-Time,0,SMB,4090,8500,1.28,Clear
SHIP-10456,2025-07-11,WH-North-Delhi,Delhi,Indore,Electronics,251,62643.54,195,Road Freight (Truck),328.6,3,4,Delayed,1,SMB,6534,10000,1.31,Rainy
SHIP-10457,2025-03-10,WH-North-Delhi,Delhi,Surat,Electronics,126,7454.49,666,Road Freight (Truck),638.48,4,4,On-Time,0,E-Commerce Retailer,7742,10000,1.33,Clear
SHIP-10458,2025-10-05,WH-West-Mumbai,Mumbai,Lucknow,Apparel,295,14689.24,386,Road Freight (Truck),501.67,4,7,Delayed,3,Individual,8602,12000,1.46,Stormy
SHIP-10459,2025-12-15,WH-West-Mumbai,Mumbai,Kanpur,Industrial Equipment,291,11113.59,436,Road Freight (Truck),531.21,4,4,On-Time,0,E-Commerce Retailer,7823,12000,1.58,Clear
SHIP-10460,2025-09-04,WH-Central-Nagpur,Nagpur,Bhopal,Perishables,153,23141.9,1955,Road Freight (Truck),1605.19,9,8,Early,0,SMB,5007,6000,1.71,Clear
SHIP-10461,2025-03-17,WH-East-Kolkata,Kolkata,Lucknow,Electronics,214,34785.27,1264,Road Freight (Truck),1109.19,8,8,On-Time,0,SMB,6175,7500,1.2,Clear
SHIP-10462,2025-06-03,WH-East-Kolkata,Kolkata,Kochi,Apparel,48,4839.77,1979,Rail Freight,1122.55,11,12,Delayed,1,E-Commerce Retailer,5955,7500,1.72,Clear
SHIP-10463,2025-05-24,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,426,59990.23,144,Road Freight (Truck),370.75,2,2,On-Time,0,Enterprise,5834,12000,1.7,Foggy
SHIP-10464,2025-03-27,WH-West-Mumbai,Mumbai,Kanpur,Apparel,163,32644.64,1575,Rail Freight,962.83,9,11,Delayed,2,SMB,9892,12000,1.18,Foggy
SHIP-10465,2025-07-04,WH-West-Mumbai,Mumbai,Jaipur,Apparel,185,38342.08,279,Road Freight (Truck),358.24,4,7,Delayed,3,E-Commerce Retailer,10585,12000,1.37,Stormy
SHIP-10466,2025-10-12,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,250,60027.33,715,Road Freight (Truck),754.03,4,4,On-Time,0,E-Commerce Retailer,2867,6000,1.64,Clear
SHIP-10467,2025-08-08,WH-North-Delhi,Delhi,Jaipur,Apparel,431,89950.98,1257,Road Freight (Truck),1219.09,7,8,Delayed,1,SMB,6387,10000,1.52,Rainy
SHIP-10468,2025-03-10,WH-Central-Nagpur,Nagpur,Jaipur,Electronics,395,58356.41,1878,Air Cargo,3577.97,5,5,On-Time,0,E-Commerce Retailer,5487,6000,1.62,Clear
SHIP-10469,2025-02-16,WH-South-Bengaluru,Bengaluru,Coimbatore,Industrial Equipment,378,21628.93,1019,Express Courier,1715.98,5,5,On-Time,0,Enterprise,6218,8500,1.58,Foggy
SHIP-10470,2025-04-04,WH-West-Mumbai,Mumbai,Lucknow,Electronics,143,5497.55,621,Road Freight (Truck),611.02,5,5,On-Time,0,SMB,8296,12000,1.45,Rainy
SHIP-10471,2025-08-26,WH-East-Kolkata,Kolkata,Patna,Apparel,55,1529.57,1309,Road Freight (Truck),1070.3,7,7,On-Time,0,E-Commerce Retailer,4000,7500,1.17,Clear
SHIP-10472,2025-07-23,WH-West-Mumbai,Mumbai,Lucknow,Consumer Goods,59,10126.38,1132,Road Freight (Truck),939.11,6,8,Delayed,2,Enterprise,8589,12000,1.5,Clear
SHIP-10473,2025-08-06,WH-Central-Nagpur,Nagpur,Indore,Apparel,175,35834.93,822,Road Freight (Truck),763.67,5,4,Early,0,Enterprise,3938,6000,1.18,Clear
SHIP-10474,2025-12-07,WH-Central-Nagpur,Nagpur,Bhopal,Automotive Parts,115,15472.18,1318,Rail Freight,835.26,8,9,Delayed,1,Individual,3059,6000,1.51,Rainy
SHIP-10475,2025-02-08,WH-West-Mumbai,Mumbai,Surat,Automotive Parts,225,6268.01,120,Road Freight (Truck),262.62,3,3,On-Time,0,Enterprise,8018,12000,1.63,Severe Heat
SHIP-10476,2025-04-10,WH-West-Mumbai,Mumbai,Patna,Industrial Equipment,155,21829.52,2042,Road Freight (Truck),1684.91,11,11,On-Time,0,Enterprise,6327,12000,1.5,Clear
SHIP-10477,2025-10-16,WH-South-Bengaluru,Bengaluru,Patna,Apparel,420,98658.45,860,Road Freight (Truck),921.27,6,6,On-Time,0,Individual,6744,8500,1.75,Clear
SHIP-10478,2025-09-11,WH-Central-Nagpur,Nagpur,Lucknow,Industrial Equipment,434,67460.57,1229,Road Freight (Truck),1225.56,7,9,Delayed,2,E-Commerce Retailer,5445,6000,1.42,Clear
SHIP-10479,2025-08-10,WH-North-Delhi,Delhi,Patna,Apparel,81,16622.45,1717,Rail Freight,1017.09,11,13,Delayed,2,E-Commerce Retailer,6707,10000,1.6,Foggy
SHIP-10480,2025-12-23,WH-South-Bengaluru,Bengaluru,Chandigarh,Automotive Parts,339,68829.16,439,Road Freight (Truck),578.65,4,4,On-Time,0,E-Commerce Retailer,6351,8500,1.55,Clear
SHIP-10481,2025-01-23,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,282,66002.2,1544,Road Freight (Truck),1351.53,9,10,Delayed,1,Enterprise,5546,8500,1.74,Clear
SHIP-10482,2025-09-07,WH-East-Kolkata,Kolkata,Indore,Perishables,256,50176.96,501,Road Freight (Truck),558.89,4,4,On-Time,0,E-Commerce Retailer,3863,7500,1.58,Clear
SHIP-10483,2025-01-10,WH-North-Delhi,Delhi,Surat,Perishables,422,80479.46,1861,Rail Freight,1209.52,11,12,Delayed,1,SMB,9061,10000,1.25,Rainy
SHIP-10484,2025-09-03,WH-East-Kolkata,Kolkata,Kochi,Industrial Equipment,195,13652.75,1760,Rail Freight,1100.19,10,10,On-Time,0,E-Commerce Retailer,3831,7500,1.72,Clear
SHIP-10485,2025-11-21,WH-Central-Nagpur,Nagpur,Coimbatore,Consumer Goods,79,2297.51,1461,Rail Freight,879.42,9,10,Delayed,1,SMB,3014,6000,1.55,Rainy
SHIP-10486,2025-04-10,WH-North-Delhi,Delhi,Lucknow,Electronics,159,21725.1,1946,Rail Freight,1160.96,11,11,On-Time,0,SMB,6658,10000,1.19,Clear
SHIP-10487,2025-10-17,WH-North-Delhi,Delhi,Coimbatore,Automotive Parts,255,11281.72,1393,Road Freight (Truck),1219.2,7,7,On-Time,0,SMB,7596,10000,1.54,Clear
SHIP-10488,2025-06-29,WH-Central-Nagpur,Nagpur,Kochi,Electronics,271,65342.44,1668,Air Cargo,3153.09,5,5,On-Time,0,SMB,3700,6000,1.68,Clear
SHIP-10489,2025-08-11,WH-North-Delhi,Delhi,Lucknow,Automotive Parts,35,2909.63,1818,Express Courier,2716.06,6,6,On-Time,0,E-Commerce Retailer,5404,10000,1.5,Clear
SHIP-10490,2025-09-07,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,432,93070.9,1698,Road Freight (Truck),1538.62,9,10,Delayed,1,SMB,5009,6000,1.36,Clear
SHIP-10491,2025-05-27,WH-West-Mumbai,Mumbai,Surat,Consumer Goods,149,15807.68,1017,Road Freight (Truck),914.42,6,5,Early,0,SMB,7447,12000,1.64,Clear
SHIP-10492,2025-04-06,WH-North-Delhi,Delhi,Coimbatore ,Automotive Parts,108,9822.67,2095,Road Freight (Truck),1704.1,11,12,Delayed,1,SMB,5413,10000,1.62,Rainy
SHIP-10493,2025-09-14,WH-Central-Nagpur,Nagpur,Chandigarh,Apparel,407,95548.24,1766,Rail Freight,1171.82,11,11,On-Time,0,SMB,3729,6000,1.48,Clear
SHIP-10494,2025-11-21,WH-West-Mumbai,Mumbai,Jaipur,Apparel,287,28809.29,836,Road Freight (Truck),834.65,5,9,Delayed,4,E-Commerce Retailer,6610,12000,1.24,Clear
SHIP-10495,2025-01-04,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,60,6403.06,2039,Rail Freight,1173.84,12,15,Delayed,3,E-Commerce Retailer,5900,8500,1.3,Foggy
SHIP-10496,2025-01-16,WH-West-Mumbai,Mumbai,Bhopal,Consumer Goods,160,6389.05,1399,Rail Freight,861.04,8,9,Delayed,1,E-Commerce Retailer,9169,12000,1.59,Rainy
SHIP-10497,2025-10-07,WH-South-Bengaluru,Bengaluru,Bhopal,Industrial Equipment,441,76096.74,426,Express Courier,881.9,2,2,On-Time,0,Individual,7019,8500,1.63,Rainy
SHIP-10498,2025-12-02,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,113,9365.13,2093,Road Freight (Truck),1691.19,10,12,Delayed,2,E-Commerce Retailer,5569,10000,1.32,Foggy
SHIP-10499,2025-09-04,WH-West-Mumbai,Mumbai,Jaipur,Perishables,443,67609.32,1287,Rail Freight,948.04,9,9,On-Time,0,SMB,6341,12000,1.37,Clear
SHIP-10500,2025-09-15,WH-Central-Nagpur,Nagpur,Kanpur,Automotive Parts,98,15088.83,1801,Rail Freight,1018.99,11,13,Delayed,2,E-Commerce Retailer,2755,6000,1.2,Foggy
SHIP-10501,2025-06-09,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,150,27601.79,510,Road Freight (Truck),533.06,5,6,Delayed,1,Individual,6686,12000,1.58,Clear
SHIP-10502,2025-12-06,WH-South-Bengaluru,Bengaluru,Indore,Industrial Equipment,222,42209.25,1956,Road Freight (Truck),1628.32,10,10,On-Time,0,SMB,3920,8500,1.15,Clear
SHIP-10503,2025-06-01,WH-West-Mumbai,Mumbai,Jaipur,Apparel,242,32886.91,1819,Rail Freight,1116.77,12,11,Early,0,E-Commerce Retailer,7348,12000,1.18,Clear
SHIP-10504,2025-06-27,WH-East-Kolkata,Kolkata,Indore,Consumer Goods,403,37391.59,1312,Rail Freight,941.18,8,8,On-Time,0,E-Commerce Retailer,3888,7500,1.15,Clear
SHIP-10505,2025-06-12,WH-North-Delhi,Delhi,Coimbatore,Perishables,192,40665.78,1109,Road Freight (Truck),995.47,6,6,On-Time,0,SMB,7225,10000,1.54,Clear
SHIP-10506,2025-02-02,WH-Central-Nagpur,Nagpur,Coimbatore,Electronics,260,22832.79,417,Road Freight (Truck),506.23,3,3,On-Time,0,Enterprise,3782,6000,1.4,Clear
SHIP-10507,2025-06-28,WH-West-Mumbai,Mumbai,Indore,Consumer Goods,18,2416.76,352,Express Courier,568.13,2,2,On-Time,0,SMB,5927,12000,1.33,Clear
SHIP-10508,2025-04-11,WH-North-Delhi,Delhi,Kochi,Apparel,88,9617.9,2046,Express Courier,3063.65,6,5,Early,0,Individual,6379,10000,1.7,Clear
SHIP-10509,2025-09-25,WH-North-Delhi,Delhi,Jaipur,Apparel,61,13172.55,390,Express Courier,630.13,2,3,Delayed,1,E-Commerce Retailer,5483,10000,1.27,Clear
SHIP-10510,2025-11-19,WH-North-Delhi,Delhi,Kanpur,Apparel,395,46017.84,1203,Rail Freight,882.23,9,9,On-Time,0,SMB,7696,10000,1.38,Clear
SHIP-10511,2025-03-06,WH-South-Bengaluru,Bengaluru,Lucknow,Industrial Equipment,418,44196.52,1439,Rail Freight,1010.0,9,9,On-Time,0,Individual,5280,8500,1.71,Clear
SHIP-10512,2025-06-17,WH-West-Mumbai,Mumbai,Surat,Apparel,278,49236.18,1610,Rail Freight,1028.52,11,11,On-Time,0,SMB,6229,12000,1.41,Clear
SHIP-10513,2025-11-26,WH-East-Kolkata,Kolkata,Coimbatore,Apparel,235,36794.81,1378,Road Freight (Truck),1225.87,8,8,On-Time,0,SMB,4607,7500,1.48,Rainy
SHIP-10514,2025-02-12,WH-West-Mumbai,Mumbai,Bhopal,Electronics,60,2412.18,796,Road Freight (Truck),664.46,5,5,On-Time,0,E-Commerce Retailer,6665,12000,1.2,Clear
SHIP-10515,2025-02-13,WH-North-Delhi,Delhi,Kochi,Consumer Goods,195,26211.84,825,Road Freight (Truck),781.07,5,5,On-Time,0,E-Commerce Retailer,8240,10000,1.62,
SHIP-10516,2025-10-12,WH-South-Bengaluru,Bengaluru,Surat,Electronics,43,8077.01,353,Road Freight (Truck),358.66,3,2,Early,0,Enterprise,7753,8500,1.4,Foggy
SHIP-10517,2025-01-12,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,300,74441.27,1511,Road Freight (Truck),1358.01,8,8,On-Time,0,SMB,3464,7500,1.63,Clear
SHIP-10518,2025-04-05,WH-North-Delhi,Delhi,Patna,Apparel,239,38921.03,1838,Express Courier,2852.43,6,9,Delayed,3,SMB,7743,10000,1.3,Rainy
SHIP-10519,2025-10-29,WH-North-Delhi,Delhi,Lucknow,Electronics,140,14282.64,964,Road Freight (Truck),883.52,5,4,Early,0,SMB,5740,10000,1.4,Clear
SHIP-10520,2025-09-10,WH-North-Delhi,Delhi,Coimbatore,Consumer Goods,129,8790.79,1375,Rail Freight,851.84,9,9,On-Time,0,SMB,4812,10000,1.62,Clear
SHIP-10521,2025-08-30,WH-East-Kolkata,Kolkata,Lucknow,Electronics,335,73738.56,2016,Air Cargo,3764.12,6,9,Delayed,3,SMB,3425,7500,1.73,Stormy
SHIP-10522,2025-02-04,WH-South-Bengaluru,Bengaluru,Surat,Perishables,256,52844.24,610,Road Freight (Truck),633.03,5,5,On-Time,0,Enterprise,7344,8500,1.19,Clear
SHIP-10523,2025-08-03,WH-West-Mumbai,Mumbai,Lucknow,Perishables,441,30857.59,1762,Rail Freight,1201.96,11,14,Delayed,3,SMB,7394,12000,1.64,Stormy
SHIP-10524,2025-12-03,WH-East-Kolkata,Kolkata,Patna,Apparel,201,12491.86,622,Road Freight (Truck),630.87,5,6,Delayed,1,Enterprise,6880,7500,1.33,Rainy
SHIP-10525,2025-03-31,WH-East-Kolkata,Kolkata,Surat,Perishables,412,75419.54,1009,Road Freight (Truck),1043.18,7,7,On-Time,0,SMB,4934,7500,1.48,Clear
SHIP-10526,2025-09-21,WH-South-Bengaluru,Bengaluru,Coimbatore,Industrial Equipment,332,29552.56,1878,Road Freight (Truck),1643.91,9,9,On-Time,0,E-Commerce Retailer,4574,8500,1.32,Clear
SHIP-10527,2025-04-03,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,219,19053.81,711,Road Freight (Truck),713.85,4,4,On-Time,0,E-Commerce Retailer,4891,6000,1.52,Clear
SHIP-10528,2025-03-31,WH-North-Delhi,Delhi,Bhopal,Electronics,112,5688.28,865,Road Freight (Truck),799.76,5,4,Early,0,SMB,8854,10000,1.36,Clear
SHIP-10529,2025-04-25,WH-North-Delhi,Delhi,Surat,Industrial Equipment,338,26037.58,1524,Rail Freight,995.38,10,12,Delayed,2,Enterprise,8333,10000,1.35,Clear
SHIP-10530,2025-04-15,WH-West-Mumbai,Mumbai,Chandigarh,Industrial Equipment,381,43991.89,1839,Rail Freight,1214.69,12,12,On-Time,0,Enterprise,9602,12000,1.17,Rainy
SHIP-10531,2025-07-15,WH-North-Delhi,Delhi,Patna,Apparel,142,26584.82,547,Road Freight (Truck),554.56,5,7,Delayed,2,SMB,6073,10000,1.24,Clear
SHIP-10532,2025-11-10,WH-South-Bengaluru,Bengaluru,Surat,Industrial Equipment,332,31218.76,816,Road Freight (Truck),897.59,5,5,On-Time,0,Enterprise,4082,8500,1.7,Clear
SHIP-10533,2025-04-24,WH-Central-Nagpur,Nagpur,Surat,Apparel,148,13648.86,765,Road Freight (Truck),718.73,5,5,On-Time,0,SMB,3267,6000,1.75,Clear
SHIP-10534,2025-03-16,WH-North-Delhi,Delhi,Chandigarh,Industrial Equipment,130,10654.1,851,Road Freight (Truck),806.4,5,7,Delayed,2,Enterprise,6600,10000,1.62,Foggy
SHIP-10535,2025-08-05,WH-North-Delhi,Delhi,Coimbatore,Perishables,103,13121.86,919,Road Freight (Truck),813.0,6,6,On-Time,0,E-Commerce Retailer,8994,10000,1.32,Clear
SHIP-10536,2025-10-04,WH-West-Mumbai,Mumbai,Surat,Consumer Goods,138,7928.05,483,Road Freight (Truck),495.05,4,4,On-Time,0,SMB,9476,12000,1.39,Clear
SHIP-10537,2025-09-06,WH-Central-Nagpur,Nagpur,Bhopal,Industrial Equipment,100,12912.32,321,Express Courier,587.46,3,4,Delayed,1,Enterprise,5035,6000,1.59,Severe Heat
SHIP-10538,2025-06-13,WH-West-Mumbai,Mumbai,Lucknow,Consumer Goods,101,18228.61,1001,Road Freight (Truck),888.64,6,7,Delayed,1,E-Commerce Retailer,6963,12000,1.73,Clear
SHIP-10539,2025-12-23,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,72,1584.06,265,Express Courier,472.02,3,7,Delayed,4,Enterprise,6556,8500,1.42,Clear
SHIP-10540,2025-07-11,WH-North-Delhi,Delhi,Bhopal,Industrial Equipment,38,657.33,955,Road Freight (Truck),818.68,5,5,On-Time,0,Enterprise,8553,10000,1.65,Foggy
SHIP-10541,2025-08-15,WH-North-Delhi,Delhi,Coimbatore,Electronics,219,7151.2,758,Express Courier,1275.58,3,5,Delayed,2,SMB,6753,10000,1.74,Foggy
SHIP-10542,2025-06-26,WH-Central-Nagpur,Nagpur,Bhopal,Apparel,21,2958.48,1600,Rail Freight,913.52,9,9,On-Time,0,SMB,3912,6000,1.67,Clear
SHIP-10543,2025-04-09,WH-Central-Nagpur,Nagpur,Patna,Electronics,342,73802.56,254,Road Freight (Truck),420.2,3,2,Early,0,E-Commerce Retailer,4728,6000,1.29,Clear
SHIP-10544,2025-02-05,WH-North-Delhi,Delhi,Bhopal,Apparel,306,4941.24,745,Road Freight (Truck),759.71,4,5,Delayed,1,Enterprise,7131,10000,1.15,Rainy
SHIP-10545,2025-04-06,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,139,32681.04,1407,Rail Freight,871.82,9,9,On-Time,0,SMB,5500,6000,1.45,Clear
SHIP-10546,2025-06-01,WH-South-Bengaluru,Bengaluru,Bhopal,Industrial Equipment,302,12072.59,183,Express Courier,475.94,2,5,Delayed,3,Enterprise,5523,8500,1.47,Stormy
SHIP-10547,2025-05-31,WH-Central-Nagpur,Nagpur,Jaipur,Electronics,182,38741.64,610,Road Freight (Truck),616.72,5,5,On-Time,0,Enterprise,3196,6000,1.27,Clear
SHIP-10548,2025-07-09,WH-West-Mumbai,Mumbai,Jaipur,Apparel,217,27878.18,1790,Rail Freight,1074.42,10,10,On-Time,0,E-Commerce Retailer,8061,12000,1.32,Clear
SHIP-10549,2025-08-12,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,441,74947.5,160,Road Freight (Truck),412.86,3,3,On-Time,0,E-Commerce Retailer,4764,8500,1.61,Clear
SHIP-10550,2025-02-06,WH-West-Mumbai,Mumbai,Indore,Automotive Parts,33,4455.35,1439,Road Freight (Truck),1165.55,7,9,Delayed,2,Enterprise,8565,12000,1.43,Rainy
SHIP-10551,2025-09-25,WH-South-Bengaluru,Bengaluru,Indore,Perishables,108,13727.48,1146,Express Courier,1762.95,4,7,Delayed,3,SMB,4327,8500,1.34,Stormy
SHIP-10552,2025-07-02,WH-North-Delhi,Delhi,Lucknow,Perishables,415,87648.57,1032,Road Freight (Truck),1034.58,6,5,Early,0,Enterprise,8964,10000,1.52,Rainy
SHIP-10553,2025-01-13,WH-North-Delhi,Delhi,Indore,Industrial Equipment,365,70311.15,1849,Road Freight (Truck),1644.46,10,10,On-Time,0,E-Commerce Retailer,8541,10000,1.54,Stormy
SHIP-10554,2025-10-06,WH-West-Mumbai,Mumbai,Lucknow,Industrial Equipment,148,19032.73,1094,Road Freight (Truck),972.72,6,6,On-Time,0,Enterprise,6277,12000,1.61,Clear
SHIP-10555,2025-08-05,WH-East-Kolkata,Kolkata,Kochi,Electronics,323,13318.73,1253,Road Freight (Truck),1170.8,7,7,On-Time,0,Enterprise,3982,7500,1.24,Clear
SHIP-10556,2025-12-21,WH-North-Delhi,Delhi,Kochi,Consumer Goods,183,7707.9,1364,Rail Freight,867.94,9,10,Delayed,1,SMB,6908,10000,1.59,Foggy
SHIP-10557,2025-12-27,WH-South-Bengaluru,Bengaluru,Patna,Consumer Goods,38,7727.75,1513,Road Freight (Truck),1233.95,9,11,Delayed,2,SMB,6912,8500,1.51,Foggy
SHIP-10558,2025-10-13,WH-Central-Nagpur,Nagpur,Jaipur,Industrial Equipment,428,59666.11,487,Road Freight (Truck),597.06,4,4,On-Time,0,SMB,3317,6000,1.18,Foggy
SHIP-10559,2025-09-30,WH-North-Delhi,Delhi,Bhopal,Automotive Parts,152,19482.36,1579,Rail Freight,979.44,10,12,Delayed,2,Enterprise,4786,10000,1.62,Foggy
SHIP-10560,2025-03-03,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,325,56853.29,1037,Air Cargo,2047.43,3,3,On-Time,0,Enterprise,6004,8500,1.38,Clear
SHIP-10561,2025-03-25,WH-West-Mumbai,Mumbai,Chandigarh,Perishables,360,78058.0,1147,Road Freight (Truck),1114.85,6,6,On-Time,0,SMB,9300,12000,1.35,Clear
SHIP-10562,2025-08-05,WH-Central-Nagpur,Nagpur,Chandigarh,Apparel,51,8302.04,363,Road Freight (Truck),365.75,4,8,Delayed,4,Enterprise,3389,6000,1.42,Stormy
SHIP-10563,2025-12-08,WH-North-Delhi,Delhi,Kanpur,Apparel,308,59834.93,1021,Express Courier,1681.79,4,4,On-Time,0,E-Commerce Retailer,7976,10000,1.36,Clear
SHIP-10564,2025-07-06,WH-South-Bengaluru,Bengaluru,Coimbatore,Electronics,217,42279.97,285,Road Freight (Truck),371.7,4,3,Early,0,Enterprise,7622,8500,1.35,Clear
SHIP-10565,2025-01-19,WH-East-Kolkata,Kolkata,Patna,Electronics,339,33466.57,1169,Express Courier,1901.79,5,5,On-Time,0,SMB,3858,7500,1.63,Rainy
SHIP-10566,2025-06-26,WH-Central-Nagpur,Nagpur,Kanpur,Apparel,442,35099.02,1538,Rail Freight,1057.11,10,10,On-Time,0,E-Commerce Retailer,4141,6000,1.22,Clear
SHIP-10567,2025-04-10,WH-South-Bengaluru,Bengaluru,Kanpur,Apparel,201,40857.98,1617,Rail Freight,1025.67,10,12,Delayed,2,Enterprise,4052,8500,1.73,Foggy
SHIP-10568,2025-08-21,WH-West-Mumbai,Mumbai,Surat,Electronics,169,17514.66,1160,Road Freight (Truck),1025.33,7,7,On-Time,0,SMB,6565,12000,1.48,Clear
SHIP-10569,2025-03-17,WH-South-Bengaluru,Bengaluru,Surat,Apparel,73,16591.73,847,Road Freight (Truck),739.86,5,7,Delayed,2,E-Commerce Retailer,4183,8500,1.26,Foggy
SHIP-10570,2025-09-22,WH-Central-Nagpur,Nagpur,Kanpur,Automotive Parts,252,7907.08,1235,Rail Freight,822.29,8,9,Delayed,1,Enterprise,3839,6000,1.23,Rainy
SHIP-10571,2025-10-11,WH-South-Bengaluru,Bengaluru,Indore,Automotive Parts,267,7657.86,602,Road Freight (Truck),650.55,4,5,Delayed,1,Individual,7104,8500,1.5,Rainy
SHIP-10572,2025-07-25,WH-North-Delhi,Delhi,Coimbatore,Perishables,161,37488.2,662,Express Courier,1114.5,4,4,On-Time,0,SMB,7212,10000,1.53,Clear
SHIP-10573,2025-08-11,WH-Central-Nagpur,Nagpur,Patna,Consumer Goods,224,37494.67,1348,Road Freight (Truck),1175.36,7,7,On-Time,0,Enterprise,3327,6000,1.18,Clear
SHIP-10574,2025-02-21,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,331,34492.14,1645,Road Freight (Truck),1466.15,9,9,On-Time,0,SMB,3985,8500,1.3,Clear
SHIP-10575,2025-12-05,WH-South-Bengaluru,Bengaluru,Bhopal,Industrial Equipment,175,33676.86,1050,Road Freight (Truck),960.91,6,6,On-Time,0,Enterprise,6035,8500,1.63,Clear
SHIP-10576,2025-05-24,WH-North-Delhi,Delhi,Coimbatore,Consumer Goods,40,6919.87,519,Road Freight (Truck),449.11,4,5,Delayed,1,E-Commerce Retailer,5124,10000,1.18,Rainy
SHIP-10577,2025-03-10,WH-South-Bengaluru,Bengaluru,Surat,Electronics,380,53136.25,1350,Air Cargo,2629.09,4,5,Delayed,1,E-Commerce Retailer,5194,8500,1.66,Clear
SHIP-10578,2025-04-09,WH-West-Mumbai,Mumbai,Bhopal,Consumer Goods,241,9214.69,738,Road Freight (Truck),763.36,5,5,On-Time,0,E-Commerce Retailer,8277,12000,1.54,Clear
SHIP-10579,2025-01-25,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,291,59905.9,1289,Rail Freight,865.32,9,13,Delayed,4,Individual,7435,8500,1.41,Clear
SHIP-10580,2025-02-22,WH-North-Delhi,Delhi,Surat,Consumer Goods,38,8303.59,998,Road Freight (Truck),826.9,6,10,Delayed,4,E-Commerce Retailer,4884,10000,1.36,Rainy
SHIP-10581,2025-05-31,WH-South-Bengaluru,Bengaluru,Coimbatore,Consumer Goods,204,11313.77,220,Express Courier,476.21,3,3,On-Time,0,SMB,6496,8500,1.16,Clear
SHIP-10582,2025-05-24,WH-Central-Nagpur,Nagpur,Surat,Consumer Goods,343,73700.49,999,Road Freight (Truck),994.03,5,7,Delayed,2,Enterprise,2739,6000,1.65,Foggy
SHIP-10583,2025-02-26,WH-North-Delhi,Delhi,Kochi,Electronics,265,58642.94,949,Road Freight (Truck),926.73,5,5,On-Time,0,SMB,7460,10000,1.24,Rainy
SHIP-10584,2025-02-08,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,290,41793.56,2023,Road Freight (Truck),1741.45,11,13,Delayed,2,Enterprise,4255,6000,1.34,Foggy
