shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition,delivery_time,cost_per_km,cost_per_shipment,is_delayed,is_on_time,warehouse_utilization,route
SHIP-10359,2025-06-23,WH-East-Kolkata,Kolkata,Surat,Consumer Goods,180,15581.33,1818,Road Freight (Truck),1515.88,10,10,On-Time,0,E-Commerce Retailer,3828,7500,1.4,Foggy,10,0.8338,1515.88,0,1,51.04,Kolkata -> Surat
SHIP-10360,2025-10-07,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,392,8170.06,1646,Road Freight (Truck),1502.77,9,10,Delayed,1,Enterprise,4310,7500,1.46,Rainy,10,0.913,1502.77,1,0,57.47,Kolkata -> Patna
SHIP-10361,2025-04-24,WH-East-Kolkata,Kolkata,Indore,Apparel,171,2722.29,1857,Road Freight (Truck),1562.92,9,9,On-Time,0,SMB,6615,7500,1.17,Clear,9,0.8416,1562.92,0,1,88.2,Kolkata -> Indore
SHIP-10362,2025-10-15,WH-East-Kolkata,Kolkata,Chandigarh,Automotive Parts,295,20176.17,586,Road Freight (Truck),657.95,5,6,Delayed,1,SMB,6710,7500,1.55,Rainy,6,1.1228,657.95,1,0,89.47,Kolkata -> Chandigarh
SHIP-10363,2025-12-08,WH-South-Bengaluru,Bengaluru,Indore,Apparel,80,8840.44,1244,Road Freight (Truck),1043.6,7,7,On-Time,0,Enterprise,5759,8500,1.39,Rainy,7,0.8389,1043.6,0,1,67.75,Bengaluru -> Indore
SHIP-10364,2025-05-31,WH-North-Delhi,Delhi,Chandigarh,Perishables,264,56772.24,1726,Road Freight (Truck),1473.3,8,10,Delayed,2,E-Commerce Retailer,6260,10000,1.42,Rainy,10,0.8536,1473.3,1,0,62.6,Delhi -> Chandigarh
SHIP-10365,2025-05-07,WH-North-Delhi,Delhi,Indore,Automotive Parts,383,77612.57,2085,Road Freight (Truck),1825.81,11,11,On-Time,0,E-Commerce Retailer,5829,10000,1.67,Clear,11,0.8757,1825.81,0,1,58.29,Delhi -> Indore
SHIP-10366,2025-06-04,WH-Central-Nagpur,Nagpur,Chandigarh,Apparel,64,4978.17,794,Road Freight (Truck),683.51,5,5,On-Time,0,E-Commerce Retailer,4106,6000,1.43,Clear,5,0.8608,683.51,0,1,68.43,Nagpur -> Chandigarh
SHIP-10367,2025-09-30,WH-South-Bengaluru,Bengaluru,Indore,Automotive Parts,332,24059.05,804,Express Courier,1388.29,4,3,Early,0,E-Commerce Retailer,7558,8500,1.16,Foggy,3,1.7267,1388.29,0,1,88.92,Bengaluru -> Indore
SHIP-10368,2025-04-14,WH-East-Kolkata,Kolkata,Lucknow,Apparel,406,27778.8,1284,Road Freight (Truck),1217.71,7,6,Early,0,E-Commerce Retailer,3903,7500,1.29,Clear,6,0.9484,1217.71,0,1,52.04,Kolkata -> Lucknow
SHIP-10369,2025-10-26,WH-West-Mumbai,Mumbai,Bhopal,Electronics,12,1136.65,257,Road Freight (Truck),275.63,3,3,On-Time,0,Enterprise,7767,12000,1.44,Clear,3,1.0725,275.63,0,1,64.72,Mumbai -> Bhopal
SHIP-10370,2025-09-03,WH-North-Delhi,Delhi,Patna,Industrial Equipment,35,4622.68,697,Road Freight (Truck),609.32,4,5,Delayed,1,E-Commerce Retailer,8784,10000,1.4,Rainy,5,0.8742,609.32,1,0,87.84,Delhi -> Patna
SHIP-10371,2025-06-25,WH-North-Delhi,Delhi,Kanpur,Electronics,322,38023.99,829,Road Freight (Truck),859.84,6,6,On-Time,0,Enterprise,6140,10000,1.67,Clear,6,1.0372,859.84,0,1,61.4,Delhi -> Kanpur
SHIP-10372,2025-02-08,WH-South-Bengaluru,Bengaluru,Surat,Apparel,135,8949.72,1983,Rail Freight,1174.48,11,12,Delayed,1,Enterprise,6893,8500,1.48,Rainy,12,0.5923,1174.48,1,0,81.09,Bengaluru -> Surat
SHIP-10373,2025-06-19,WH-West-Mumbai,Mumbai,Kochi,Industrial Equipment,417,19038.59,347,Road Freight (Truck),560.9,4,5,Delayed,1,Enterprise,7595,12000,1.56,Rainy,5,1.6164,560.9,1,0,63.29,Mumbai -> Kochi
SHIP-10374,2025-09-04,WH-North-Delhi,Delhi,Jaipur,Electronics,62,1113.26,400,Express Courier,667.11,3,4,Delayed,1,E-Commerce Retailer,8283,10000,1.43,Rainy,4,1.6678,667.11,1,0,82.83,Delhi -> Jaipur
SHIP-10375,2025-01-26,WH-West-Mumbai,Mumbai,Kanpur,Electronics,207,10594.54,803,Express Courier,1334.47,4,4,On-Time,0,E-Commerce Retailer,10932,12000,1.41,Clear,4,1.6619,1334.47,0,1,91.1,Mumbai -> Kanpur
SHIP-10376,2025-12-21,WH-North-Delhi,Delhi,Jaipur,Automotive Parts,308,55673.69,947,Road Freight (Truck),932.19,6,5,Early,0,Enterprise,6322,10000,1.42,Clear,5,0.9844,932.19,0,1,63.22,Delhi -> Jaipur
SHIP-10377,2025-11-02,WH-South-Bengaluru,Bengaluru,Patna,Apparel,197,14234.25,550,Road Freight (Truck),566.98,5,5,On-Time,0,E-Commerce Retailer,7201,8500,1.4,Clear,5,1.0309,566.98,0,1,84.72,Bengaluru -> Patna
SHIP-10378,2025-01-13,WH-West-Mumbai,Mumbai,Kanpur,Electronics,195,24398.68,1183,Air Cargo,2233.68,4,6,Delayed,2,Individual,10974,12000,1.47,Foggy,6,1.8881,2233.68,1,0,91.45,Mumbai -> Kanpur
SHIP-10379,2025-11-12,WH-East-Kolkata,Kolkata,Indore,Apparel,314,48342.11,1662,Rail Freight,1078.1,11,11,On-Time,0,Enterprise,6843,7500,1.3,Clear,11,0.6487,1078.1,0,1,91.24,Kolkata -> Indore
SHIP-10380,2025-11-09,WH-West-Mumbai,Mumbai,Indore,Apparel,307,68586.14,1829,Rail Freight,1163.58,11,14,Delayed,3,Enterprise,7846,12000,1.68,Severe Heat,14,0.6362,1163.58,1,0,65.38,Mumbai -> Indore
SHIP-10381,2025-02-05,WH-West-Mumbai,Mumbai,Kochi,Apparel,213,47686.64,1806,Rail Freight,1103.79,12,13,Delayed,1,E-Commerce Retailer,8139,12000,1.35,Rainy,13,0.6112,1103.79,1,0,67.82,Mumbai -> Kochi
SHIP-10382,2025-06-22,WH-North-Delhi,Delhi,Jaipur,Perishables,20,3804.95,1354,Rail Freight,786.45,9,12,Delayed,3,Enterprise,5925,10000,1.24,Stormy,12,0.5808,786.45,1,0,59.25,Delhi -> Jaipur
SHIP-10383,2025-01-20,WH-North-Delhi,Delhi,Surat,Apparel,368,8560.38,421,Express Courier,871.62,2,2,On-Time,0,SMB,5975,10000,1.21,Clear,2,2.0704,871.62,0,1,59.75,Delhi -> Surat
SHIP-10384,2025-11-17,WH-West-Mumbai,Mumbai,Patna,Consumer Goods,363,54501.38,1229,Road Freight (Truck),1158.48,7,7,On-Time,0,Enterprise,8177,12000,1.16,Clear,7,0.9426,1158.48,0,1,68.14,Mumbai -> Patna
SHIP-10385,2025-09-21,WH-West-Mumbai,Mumbai,Indore,Industrial Equipment,155,30976.3,1540,Express Courier,2339.43,5,8,Delayed,3,SMB,6530,12000,1.4,Stormy,8,1.5191,2339.43,1,0,54.42,Mumbai -> Indore
SHIP-10386,2025-05-22,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,94,1791.89,1396,Rail Freight,838.29,8,8,On-Time,0,E-Commerce Retailer,6665,8500,1.26,Clear,8,0.6005,838.29,0,1,78.41,Bengaluru -> Bhopal
SHIP-10387,2025-05-23,WH-West-Mumbai,Mumbai,Lucknow,Electronics,109,15715.17,652,Road Freight (Truck),597.91,5,5,On-Time,0,E-Commerce Retailer,8424,12000,1.16,Clear,5,0.917,597.91,0,1,70.2,Mumbai -> Lucknow
SHIP-10388,2025-04-02,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,113,24472.93,888,Road Freight (Truck),825.23,6,7,Delayed,1,E-Commerce Retailer,7412,8500,1.46,Clear,7,0.9293,825.23,1,0,87.2,Bengaluru -> Lucknow
SHIP-10389,2025-12-20,WH-Central-Nagpur,Nagpur,Chandigarh,Electronics,445,56254.22,2034,Air Cargo,3847.23,5,5,On-Time,0,E-Commerce Retailer,4985,6000,1.56,Severe Heat,5,1.8915,3847.23,0,1,83.08,Nagpur -> Chandigarh
SHIP-10390,2025-11-18,WH-East-Kolkata,Kolkata,Surat,Apparel,55,878.07,2058,Rail Freight,1157.19,13,14,Delayed,1,E-Commerce Retailer,4511,7500,1.2,Rainy,14,0.5623,1157.19,1,0,60.15,Kolkata -> Surat
SHIP-10391,2025-10-15,WH-North-Delhi,Delhi,Lucknow,Apparel,53,932.17,1524,Rail Freight,895.72,9,9,On-Time,0,E-Commerce Retailer,6877,10000,1.43,Rainy,9,0.5877,895.72,0,1,68.77,Delhi -> Lucknow
SHIP-10392,2025-08-03,WH-West-Mumbai,Mumbai,Chandigarh,Apparel,287,32405.02,563,Road Freight (Truck),640.4,4,5,Delayed,1,Enterprise,9632,12000,1.6,Rainy,5,1.1375,640.4,1,0,80.27,Mumbai -> Chandigarh
SHIP-10393,2025-12-08,WH-North-Delhi,Delhi,Jaipur,Perishables,190,9771.14,1176,Road Freight (Truck),1081.01,7,6,Early,0,SMB,5408,10000,1.74,Clear,6,0.9192,1081.01,0,1,54.08,Delhi -> Jaipur
SHIP-10394,2025-02-20,WH-North-Delhi,Delhi,Indore,Industrial Equipment,196,33544.6,379,Road Freight (Truck),460.5,3,5,Delayed,2,Enterprise,4648,10000,1.55,Foggy,5,1.215,460.5,1,0,46.48,Delhi -> Indore
SHIP-10395,2025-06-02,WH-Central-Nagpur,Nagpur,Indore,Electronics,123,22332.84,1377,Air Cargo,2579.51,5,6,Delayed,1,E-Commerce Retailer,5103,6000,1.3,Clear,6,1.8733,2579.51,1,0,85.05,Nagpur -> Indore
SHIP-10396,2025-07-05,WH-North-Delhi,Delhi,Bhopal,Consumer Goods,264,14995.66,1658,Road Freight (Truck),1460.92,9,9,On-Time,0,Enterprise,5146,10000,1.58,Foggy,9,0.8811,1460.92,0,1,51.46,Delhi -> Bhopal
SHIP-10397,2025-03-04,WH-West-Mumbai,Mumbai,Kanpur,Consumer Goods,390,87284.08,2002,Rail Freight,1308.88,12,12,On-Time,0,SMB,10416,12000,1.51,Clear,12,0.6538,1308.88,0,1,86.8,Mumbai -> Kanpur
SHIP-10398,2025-07-09,WH-South-Bengaluru,Bengaluru,Lucknow,Consumer Goods,389,46232.01,1451,Rail Freight,987.33,9,9,On-Time,0,Enterprise,7474,8500,1.28,Clear,9,0.6804,987.33,0,1,87.93,Bengaluru -> Lucknow
SHIP-10399,2025-05-05,WH-East-Kolkata,Kolkata,Jaipur,Apparel,39,1894.18,858,Express Courier,1360.79,4,4,On-Time,0,E-Commerce Retailer,4998,7500,1.66,Clear,4,1.586,1360.79,0,1,66.64,Kolkata -> Jaipur
SHIP-10400,2025-05-30,WH-South-Bengaluru,Bengaluru,Coimbatore,Automotive Parts,273,53125.56,915,Road Freight (Truck),882.38,6,6,On-Time,0,E-Commerce Retailer,7048,8500,1.41,Clear,6,0.9643,882.38,0,1,82.92,Bengaluru -> Coimbatore
SHIP-10401,2025-11-10,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,107,21468.91,189,Road Freight (Truck),294.63,3,4,Delayed,1,SMB,6206,10000,1.73,Rainy,4,1.5589,294.63,1,0,62.06,Delhi -> Lucknow
SHIP-10402,2025-02-27,WH-West-Mumbai,Mumbai,Surat,Apparel,322,53205.49,1597,Road Freight (Truck),1447.3,8,8,On-Time,0,E-Commerce Retailer,10240,12000,1.58,Clear,8,0.9063,1447.3,0,1,85.33,Mumbai -> Surat
SHIP-10403,2025-12-08,WH-South-Bengaluru,Bengaluru,Kanpur,Industrial Equipment,376,81052.22,1582,Road Freight (Truck),1446.42,9,9,On-Time,0,Enterprise,7119,8500,1.54,Clear,9,0.9143,1446.42,0,1,83.75,Bengaluru -> Kanpur
SHIP-10404,2025-11-01,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,338,63639.54,1968,Road Freight (Truck),1745.87,9,8,Early,0,SMB,4869,10000,1.59,Clear,8,0.8871,1745.87,0,1,48.69,Delhi -> Lucknow
SHIP-10405,2025-06-29,WH-West-Mumbai,Mumbai,Jaipur,Electronics,124,27567.48,1507,Rail Freight,909.66,9,9,On-Time,0,E-Commerce Retailer,8685,12000,1.44,Rainy,9,0.6036,909.66,0,1,72.38,Mumbai -> Jaipur
SHIP-10406,2025-06-19,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,285,33334.65,1102,Road Freight (Truck),1057.05,6,5,Early,0,Enterprise,7507,10000,1.45,Clear,5,0.9592,1057.05,0,1,75.07,Delhi -> Lucknow
SHIP-10407,2025-11-22,WH-North-Delhi,Delhi,Surat,Electronics,290,55298.74,1909,Air Cargo,3574.11,6,5,Early,0,Individual,4504,10000,1.66,Rainy,5,1.8722,3574.11,0,1,45.04,Delhi -> Surat
SHIP-10408,2025-09-28,WH-West-Mumbai,Mumbai,Coimbatore,Perishables,284,70983.42,600,Road Freight (Truck),652.74,4,3,Early,0,Enterprise,10926,12000,1.56,Clear,3,1.0879,652.74,0,1,91.05,Mumbai -> Coimbatore
SHIP-10409,2025-02-23,WH-North-Delhi,Delhi,Patna,Electronics,270,50046.88,1287,Air Cargo,2470.57,5,5,On-Time,0,Enterprise,6410,10000,1.69,Clear,5,1.9196,2470.57,0,1,64.1,Delhi -> Patna
SHIP-10410,2025-04-11,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,340,14223.28,143,Express Courier,438.23,2,2,On-Time,0,Individual,5891,8500,1.68,Clear,2,3.0645,438.23,0,1,69.31,Bengaluru -> Kochi
SHIP-10411,2025-09-21,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,216,29549.86,1084,Road Freight (Truck),995.3,7,10,Delayed,3,Enterprise,4603,8500,1.74,Stormy,10,0.9182,995.3,1,0,54.15,Bengaluru -> Coimbatore
SHIP-10412,2025-02-22,WH-East-Kolkata,Kolkata,Chandigarh,Perishables,393,60139.51,1568,Rail Freight,1070.65,10,11,Delayed,1,Individual,5528,7500,1.57,Rainy,11,0.6828,1070.65,1,0,73.71,Kolkata -> Chandigarh
SHIP-10413,2025-03-01,WH-North-Delhi,Delhi,Lucknow,Electronics,337,18851.61,865,Road Freight (Truck),885.86,5,5,On-Time,0,Individual,8309,10000,1.45,Clear,5,1.0241,885.86,0,1,83.09,Delhi -> Lucknow
SHIP-10414,2025-04-18,WH-North-Delhi,Delhi,Indore,Electronics,220,53081.5,964,Road Freight (Truck),858.57,6,6,On-Time,0,Enterprise,7253,10000,1.25,Rainy,6,0.8906,858.57,0,1,72.53,Delhi -> Indore
SHIP-10415,2025-01-05,WH-North-Delhi,Delhi,Bhopal,Electronics,224,12602.52,1318,Air Cargo,2502.95,4,4,On-Time,0,SMB,8203,10000,1.57,Foggy,4,1.8991,2502.95,0,1,82.03,Delhi -> Bhopal
SHIP-10416,2025-04-13,WH-South-Bengaluru,Bengaluru,Indore,Electronics,420,23824.97,1987,Road Freight (Truck),1776.44,9,9,On-Time,0,Enterprise,6745,8500,1.32,Clear,9,0.894,1776.44,0,1,79.35,Bengaluru -> Indore
SHIP-10417,2025-07-15,WH-East-Kolkata,Kolkata,Coimbatore,Electronics,49,11273.15,444,Road Freight (Truck),447.46,3,7,Delayed,4,SMB,4212,7500,1.32,Foggy,7,1.0078,447.46,1,0,56.16,Kolkata -> Coimbatore
SHIP-10418,2025-09-19,WH-North-Delhi,Delhi,Indore,Apparel,35,4351.31,2012,Road Freight (Truck),1591.48,10,10,On-Time,0,Enterprise,6548,10000,1.29,Clear,10,0.791,1591.48,0,1,65.48,Delhi -> Indore
SHIP-10419,2025-12-16,WH-Central-Nagpur,Nagpur,Jaipur,Electronics,36,1074.57,1814,Rail Freight,1023.02,11,13,Delayed,2,Enterprise,3119,6000,1.68,Foggy,13,0.564,1023.02,1,0,51.98,Nagpur -> Jaipur
SHIP-10420,2025-02-16,WH-North-Delhi,Delhi,Indore,Electronics,199,30959.24,2003,Road Freight (Truck),1693.42,10,10,On-Time,0,SMB,4697,10000,1.67,Clear,10,0.8454,1693.42,0,1,46.97,Delhi -> Indore
SHIP-10421,2025-12-21,WH-South-Bengaluru,Bengaluru,Kanpur,Automotive Parts,92,14391.49,1491,Road Freight (Truck),1237.42,7,7,On-Time,0,SMB,4076,8500,1.53,Clear,7,0.8299,1237.42,0,1,47.95,Bengaluru -> Kanpur
SHIP-10422,2025-11-07,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,393,11851.97,917,Road Freight (Truck),925.97,6,5,Early,0,Individual,6697,7500,1.43,Clear,5,1.0098,925.97,0,1,89.29,Kolkata -> Patna
SHIP-10423,2025-11-04,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,443,107889.45,137,Road Freight (Truck),371.52,2,3,Delayed,1,E-Commerce Retailer,5476,6000,1.55,Severe Heat,3,2.7118,371.52,1,0,91.27,Nagpur -> Lucknow
SHIP-10424,2025-05-24,WH-East-Kolkata,Kolkata,Indore,Consumer Goods,179,25569.62,163,Express Courier,382.72,2,4,Delayed,2,E-Commerce Retailer,3709,7500,1.51,Foggy,4,2.348,382.72,1,0,49.45,Kolkata -> Indore
SHIP-10425,2025-09-26,WH-East-Kolkata,Kolkata,Surat,Perishables,422,61844.94,274,Express Courier,638.23,3,2,Early,0,SMB,4556,7500,1.4,Rainy,2,2.3293,638.23,0,1,60.75,Kolkata -> Surat
SHIP-10426,2025-05-04,WH-West-Mumbai,Mumbai,Patna,Electronics,176,24151.97,986,Road Freight (Truck),881.53,6,6,On-Time,0,E-Commerce Retailer,6045,12000,1.38,Clear,6,0.894,881.53,0,1,50.38,Mumbai -> Patna
SHIP-10427,2025-04-16,WH-East-Kolkata,Kolkata,Patna,Automotive Parts,197,31228.83,1041,Road Freight (Truck),946.29,6,5,Early,0,Enterprise,6315,7500,1.38,Clear,5,0.909,946.29,0,1,84.2,Kolkata -> Patna
SHIP-10428,2025-06-07,WH-North-Delhi,Delhi,Indore,Industrial Equipment,178,13725.66,1520,Rail Freight,921.27,9,9,On-Time,0,E-Commerce Retailer,6832,10000,1.5,Clear,9,0.6061,921.27,0,1,68.32,Delhi -> Indore
SHIP-10429,2025-05-27,WH-Central-Nagpur,Nagpur,Patna,Electronics,298,24585.51,862,Road Freight (Truck),841.15,5,5,On-Time,0,Individual,4451,6000,1.54,Clear,5,0.9758,841.15,0,1,74.18,Nagpur -> Patna
SHIP-10430,2025-05-25,WH-South-Bengaluru,Bengaluru,Bhopal,Perishables,238,32169.2,2026,Road Freight (Truck),1717.63,11,11,On-Time,0,Enterprise,5981,8500,1.42,Clear,11,0.8478,1717.63,0,1,70.36,Bengaluru -> Bhopal
SHIP-10431,2025-04-30,WH-East-Kolkata,Kolkata,Indore,Consumer Goods,106,21684.54,1971,Road Freight (Truck),1648.79,9,12,Delayed,3,E-Commerce Retailer,5878,7500,1.73,Stormy,12,0.8365,1648.79,1,0,78.37,Kolkata -> Indore
SHIP-10432,2025-11-15,WH-West-Mumbai,Mumbai,Jaipur,Electronics,376,10046.03,1545,Rail Freight,1045.6,10,11,Delayed,1,E-Commerce Retailer,7199,12000,1.2,Rainy,11,0.6768,1045.6,1,0,59.99,Mumbai -> Jaipur
SHIP-10433,2025-10-02,WH-South-Bengaluru,Bengaluru,Coimbatore,Automotive Parts,25,3920.0,344,Road Freight (Truck),358.63,3,2,Early,0,Individual,4374,8500,1.36,Clear,2,1.0425,358.63,0,1,51.46,Bengaluru -> Coimbatore
SHIP-10434,2025-04-02,WH-South-Bengaluru,Bengaluru,Kanpur,Industrial Equipment,288,58922.74,336,Road Freight (Truck),426.88,3,3,On-Time,0,E-Commerce Retailer,3895,8500,1.4,Rainy,3,1.2705,426.88,0,1,45.82,Bengaluru -> Kanpur
SHIP-10435,2025-02-27,WH-East-Kolkata,Kolkata,Kochi,Apparel,144,7470.08,1711,Road Freight (Truck),1404.63,9,9,On-Time,0,Enterprise,4946,7500,1.16,Stormy,9,0.8209,1404.63,0,1,65.95,Kolkata -> Kochi
SHIP-10436,2025-12-12,WH-North-Delhi,Delhi,Chandigarh,Electronics,35,648.56,150,Road Freight (Truck),197.86,2,3,Delayed,1,Enterprise,8766,10000,1.37,Rainy,3,1.3191,197.86,1,0,87.66,Delhi -> Chandigarh
SHIP-10437,2025-08-17,WH-North-Delhi,Delhi,Patna,Consumer Goods,361,31944.03,2012,Road Freight (Truck),1769.96,10,11,Delayed,1,Enterprise,5934,10000,1.31,Rainy,11,0.8797,1769.96,1,0,59.34,Delhi -> Patna
SHIP-10438,2025-04-27,WH-North-Delhi,Delhi,Jaipur,Industrial Equipment,21,3217.49,1202,Road Freight (Truck),1003.29,6,5,Early,0,E-Commerce Retailer,5420,10000,1.45,Severe Heat,5,0.8347,1003.29,0,1,54.2,Delhi -> Jaipur
SHIP-10439,2025-11-14,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,81,3847.22,2035,Rail Freight,1141.74,13,13,On-Time,0,Enterprise,8852,10000,1.35,Foggy,13,0.5611,1141.74,0,1,88.52,Delhi -> Lucknow
SHIP-10440,2025-10-06,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,142,16349.7,1017,Road Freight (Truck),929.51,6,6,On-Time,0,E-Commerce Retailer,2997,6000,1.59,Clear,6,0.914,929.51,0,1,49.95,Nagpur -> Lucknow
SHIP-10441,2025-05-07,WH-North-Delhi,Delhi,Chandigarh,Electronics,115,16651.49,1496,Air Cargo,2754.59,4,4,On-Time,0,Enterprise,4743,10000,1.46,Clear,4,1.8413,2754.59,0,1,47.43,Delhi -> Chandigarh
SHIP-10442,2025-05-09,WH-Central-Nagpur,Nagpur,Kanpur,Electronics,229,35663.89,1054,Road Freight (Truck),978.81,7,7,On-Time,0,Enterprise,5179,6000,1.23,Severe Heat,7,0.9287,978.81,0,1,86.32,Nagpur -> Kanpur
SHIP-10443,2025-02-27,WH-West-Mumbai,Mumbai,Patna,Automotive Parts,382,30363.94,564,Road Freight (Truck),667.46,5,5,On-Time,0,SMB,9353,12000,1.6,Clear,5,1.1834,667.46,0,1,77.94,Mumbai -> Patna
SHIP-10444,2025-05-02,WH-North-Delhi,Delhi,Bhopal,Consumer Goods,186,20275.3,1378,Rail Freight,839.45,8,8,On-Time,0,E-Commerce Retailer,6483,10000,1.21,Clear,8,0.6092,839.45,0,1,64.83,Delhi -> Bhopal
SHIP-10445,2025-01-01,WH-East-Kolkata,Kolkata,Chandigarh,Perishables,291,57591.73,1250,Road Freight (Truck),1171.39,6,6,On-Time,0,Enterprise,6027,7500,1.65,Clear,6,0.9371,1171.39,0,1,80.36,Kolkata -> Chandigarh
SHIP-10446,2025-08-27,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,142,33538.33,1334,Rail Freight,844.47,9,10,Delayed,1,SMB,6787,8500,1.71,Rainy,10,0.633,844.47,1,0,79.85,Bengaluru -> Kanpur
SHIP-10447,2025-10-17,WH-West-Mumbai,Mumbai,Patna,Industrial Equipment,31,6743.8,649,Road Freight (Truck),555.41,4,4,On-Time,0,SMB,5625,12000,1.34,Severe Heat,4,0.8558,555.41,0,1,46.88,Mumbai -> Patna
SHIP-10448,2025-04-06,WH-South-Bengaluru,Bengaluru,Jaipur,Consumer Goods,278,41034.64,2056,Road Freight (Truck),1757.49,10,10,On-Time,0,Enterprise,6526,8500,1.71,Clear,10,0.8548,1757.49,0,1,76.78,Bengaluru -> Jaipur
SHIP-10449,2025-05-06,WH-East-Kolkata,Kolkata,Coimbatore,Consumer Goods,421,46907.32,857,Road Freight (Truck),928.11,6,5,Early,0,Enterprise,5634,7500,1.63,Clear,5,1.083,928.11,0,1,75.12,Kolkata -> Coimbatore
SHIP-10450,2025-04-28,WH-North-Delhi,Delhi,Bhopal,Electronics,170,15851.62,1822,Air Cargo,3365.81,5,8,Delayed,3,E-Commerce Retailer,9029,10000,1.7,Stormy,8,1.8473,3365.81,1,0,90.29,Delhi -> Bhopal
SHIP-10451,2025-02-17,WH-Central-Nagpur,Nagpur,Kochi,Consumer Goods,116,5146.32,1726,Road Freight (Truck),1445.74,8,8,On-Time,0,SMB,5425,6000,1.55,Clear,8,0.8376,1445.74,0,1,90.42,Nagpur -> Kochi
SHIP-10452,2025-03-30,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,288,11531.39,993,Road Freight (Truck),941.56,6,6,On-Time,0,Enterprise,3765,6000,1.29,Clear,6,0.9482,941.56,0,1,62.75,Nagpur -> Lucknow
SHIP-10453,2025-08-25,WH-South-Bengaluru,Bengaluru,Surat,Perishables,362,63988.58,685,Road Freight (Truck),784.0,4,7,Delayed,3,E-Commerce Retailer,6181,8500,1.69,Stormy,7,1.1445,784.0,1,0,72.72,Bengaluru -> Surat
SHIP-10454,2025-09-29,WH-North-Delhi,Delhi,Jaipur,Apparel,244,18556.61,1388,Rail Freight,893.99,8,8,On-Time,0,Individual,5164,10000,1.26,Clear,8,0.6441,893.99,0,1,51.64,Delhi -> Jaipur
SHIP-10455,2025-07-08,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,27,2020.83,2005,Air Cargo,3570.24,5,5,On-Time,0,SMB,4090,8500,1.28,Clear,5,1.7807,3570.24,0,1,48.12,Bengaluru -> Lucknow
SHIP-10456,2025-07-11,WH-North-Delhi,Delhi,Indore,Electronics,251,62643.54,195,Road Freight (Truck),328.6,3,4,Delayed,1,SMB,6534,10000,1.31,Rainy,4,1.6851,328.6,1,0,65.34,Delhi -> Indore
SHIP-10457,2025-03-10,WH-North-Delhi,Delhi,Surat,Electronics,126,7454.49,666,Road Freight (Truck),638.48,4,4,On-Time,0,E-Commerce Retailer,7742,10000,1.33,Clear,4,0.9587,638.48,0,1,77.42,Delhi -> Surat
SHIP-10458,2025-10-05,WH-West-Mumbai,Mumbai,Lucknow,Apparel,295,14689.24,386,Road Freight (Truck),501.67,4,7,Delayed,3,Individual,8602,12000,1.46,Stormy,7,1.2997,501.67,1,0,71.68,Mumbai -> Lucknow
SHIP-10459,2025-12-15,WH-West-Mumbai,Mumbai,Kanpur,Industrial Equipment,291,11113.59,436,Road Freight (Truck),531.21,4,4,On-Time,0,E-Commerce Retailer,7823,12000,1.58,Clear,4,1.2184,531.21,0,1,65.19,Mumbai -> Kanpur
SHIP-10460,2025-09-04,WH-Central-Nagpur,Nagpur,Bhopal,Perishables,153,23141.9,1955,Road Freight (Truck),1605.19,9,8,Early,0,SMB,5007,6000,1.71,Clear,8,0.8211,1605.19,0,1,83.45,Nagpur -> Bhopal
SHIP-10461,2025-03-17,WH-East-Kolkata,Kolkata,Lucknow,Electronics,214,34785.27,1264,Road Freight (Truck),1109.19,8,8,On-Time,0,SMB,6175,7500,1.2,Clear,8,0.8775,1109.19,0,1,82.33,Kolkata -> Lucknow
SHIP-10462,2025-06-03,WH-East-Kolkata,Kolkata,Kochi,Apparel,48,4839.77,1979,Rail Freight,1122.55,11,12,Delayed,1,E-Commerce Retailer,5955,7500,1.72,Clear,12,0.5672,1122.55,1,0,79.4,Kolkata -> Kochi
SHIP-10463,2025-05-24,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,426,59990.23,144,Road Freight (Truck),370.75,2,2,On-Time,0,Enterprise,5834,12000,1.7,Foggy,2,2.5747,370.75,0,1,48.62,Mumbai -> Coimbatore
SHIP-10464,2025-03-27,WH-West-Mumbai,Mumbai,Kanpur,Apparel,163,32644.64,1575,Rail Freight,962.83,9,11,Delayed,2,SMB,9892,12000,1.18,Foggy,11,0.6113,962.83,1,0,82.43,Mumbai -> Kanpur
